,similarity
crujiente tacos,0.6192932013414737
los reyes de la torta,0.6191129207915059
the rose and crown,0.6190960170701595
joes philly steak more,0.6188122154085502
marcels bar grill,0.6186310174270007
sierra bonita grill,0.6185395499632277
valley bar,0.6181780141252701
garcias mexican restaurants,0.6181305827589706
nami,0.6176924451506132
wildflower crown,0.6175668564776947
rusconis american kitchen,0.6173941644288595
xl california burger company,0.6167059577711742
el caprichoso,0.6166495877537936
ramiros mexican food,0.6164610156930037
sushiholic,0.6164528960667884
odelay bagel,0.6159804925656245
zoes kitchen,0.6158258022884657
jewels bakery and cafe,0.6157671417440151
potbelly sandwich shop,0.6156974707787304
geordies steak,0.6154888459400522
tonys italian delicatessen,0.6152735061856286
tocasierra spa and fitness,0.615203875866761
jack in the box,0.6149944363229678
guamuchilito mexican grill,0.6147896104142591
steak 44,0.6145428089514839
taqueria el fundador,0.6143542794481281
huss brewing co uptown taproom,0.6143405700186116
quiznos,0.614221690263106
moon light restaurant,0.6141394402546444
helpings cafe market and catering,0.6141257276795529
papa johns,0.614112076389225
rodibertos mexican food,0.6139790773259497
new great china super buffet,0.6136676427704516
the courtyard cafe,0.6135295101106842
gorditas el tio,0.613486768738368
frank alberts,0.6132383237188083
cloth flame,0.612103701242554
bjs restaurant brewhouse,0.6118670207869694
jjs gyros,0.6116235546077812
pomegranate cafe,0.611535475466966
pinos pizza al centro,0.6115107871993045
trattoria damico,0.611347932607937
chestnut fine foods provisions,0.6112381117104471
culichi sushi,0.61115973003337
the attic ale house,0.6110648340558604
barrio caf,0.6108458327735675
the habit burger grill,0.6104634127568999
bicycle nomad,0.6104045545060616
little caesars,0.6103374811674572
oreganos pizza bistro,0.6101828122349021
mi pueblo mexican food,0.6099743467072556
pomo pizzeria phoenix,0.6099434082688944
churn,0.6095003030754594
big daddys sports lounge,0.6094647966022732
jps dog house,0.6089783167062837
mariachi estrellas del pacfico,0.6088592196595309
wingstop,0.6087039087813993
yasha from russia,0.6085998655940417
the golden greek,0.6084931711383161
cartel coffee lab,0.6083027355065426
duzas kitchen,0.6082845402437154
restaurant progress,0.6080539630553873
the henry,0.607945960975559
burger passion,0.6066660434433123
schlotzskys,0.6064249878023181
gallo blanco,0.6055682413727635
rosie mccaffreys irish pub restaurant,0.6055589127355739
ohso brewery paradise valley,0.6054158498719705
wtfexp,0.6052047088252173
little caesars pizza,0.6051803270907434
mckenzies midtown tavern,0.6051377391941642
spoke wheel phoenix,0.6050546538444834
tommys place,0.6049326197856297
raising canes,0.6048254709573552
the yard,0.6047995969323128
times square pizzeria,0.6046796945088178
ingos tasty food,0.6044779666445267
la huasteca mexican foods,0.6044685841735813
thai basil ahwatukee,0.6043923396929389
la salsita,0.6043444964891332
the arrogant butcher,0.6042470786126611
carls jr 7081,0.6041012535160821
rainbow donuts,0.6040087596291496
burger mania,0.6038704183712857
el mesquite cocina mexicana,0.6038231701417082
ocean prime,0.6036713374840502
cibo,0.6034641095119957
sunrise donuts,0.6030995077877837
st francis restaurant,0.6029787707300603
time square,0.6028508449962027
vincent market bistro,0.6025857353664273
smashburger,0.6022470659829557
taqueria tepehuaje,0.6021041241375318
holeinthewall,0.6018077254328369
match restaurant lounge,0.601526045719336
bosa donuts,0.6013625857413576
los cerritos,0.6010433284764848
becketts table,0.6008414764745259
tortas el rey,0.6007559108889178
midici the neapolitan pizza company,0.6000057565529531
bliss rebar,0.5995434865199307
over easy,0.5982425522717926
mahons sandwich shop,0.5981229951102867
fresko a mediterranean kitchen,0.5979711930695915
paradise melts,0.5976390841943993
pork on a fork,0.5975335303645616
modern margarita,0.5975009388888194
pizza studio,0.5974134642505788
sosoba,0.5972706345664902
the grand,0.5971678428193504
daily dose midtown,0.5971168546365673
grinders coffee,0.596904954556968
keegans grill,0.5968182777643222
phoenix public market cafe,0.5967708517406083
uno mas cantina,0.5962283359288199
taqueria los yaquis,0.5960956208344028
burger shoppe,0.5959550240028257
santanas mexican food,0.5956965838599745
paradise bakery cafe,0.5953206628116322
lou malnatis pizzeria,0.5946087522420451
ammaccapanes restaurant sports bar,0.5939068283200171
focaccia fiorentina,0.5936525861627432
bitter twisted cocktail parlour,0.5930343614310006
taqueria el guerrerense,0.5927058761577907
cranberry hills eatery catering,0.5926471759333634
different pointe of view,0.5917685502608862
la piata,0.5909426787008296
native grill wings,0.590712307410614
pei wei,0.5902002534420447
cheuvront restaurant wine bar,0.5897706895383004
las tres potrancas,0.5897272450869452
michelinas,0.5897105305956651
vaqueros carne asada,0.5896222783341786
cha chas tea lounge,0.5895984779422173
jimmy johns,0.5894017451348825
willies taco joint,0.5892012914601154
the gladly,0.5891613889104265
hooters,0.5889251897703862
athens pita greek grill,0.588881599654757
uncle tonys bagels deli pizza,0.5888702220813312
freak brothers pizza,0.5886753678293821
tacarbon,0.5886634063147536
mancusos restaurant,0.5886309315969102
rubios coastal grill,0.5885439384373916
the core institute specialty hospital caf,0.5879667240752554
tortas manny,0.5874315267160736
cenaduria y taqueria lupita,0.5873789387016178
growler usa phoenix,0.5873577905653453
the nosh cafe,0.5873346369508963
sun star buffet,0.5871531549512097
famous rays pizza,0.5869429753793319
grabbagreen downtown phoenix,0.586876767926292
high rye,0.5868460639061258
pizza a metro,0.5861541055893376
nana panchas,0.5861437013662356
just a splash,0.5861402324023908
goodcents deli fresh subs,0.5853156215166446
smokengrind,0.5851447041284777
labella pizzeria and restaurant,0.5849950700153042
hillside spot,0.5849218622562713
franciscos mexican food,0.5848229755537359
pizzario phoenix,0.5847833935662446
sauce pizza and wine,0.5841470679113596
harveys wineburger,0.5839587245240293
ny slicers deli,0.5834238226430046
rolbertos taco shop,0.5829578698435456
nekter juice bar,0.5829250036927695
base pizzeria,0.582851565725986
pho binh minh,0.5827707197924566
cafe emina,0.5822433251318774
the corner deli,0.582217380901439
pointe in tyme,0.5821836563669941
la grande orange,0.5817799807579511
four peaks brewing company,0.580292390505488
half moon sports grill,0.579661899653065
rodehouse restaurant,0.5795175512927936
north italia,0.5792853074958881
taco feliz mexican food,0.5791981702100975
cjs talleys pub,0.5789999689158764
jl smokehouse,0.5784593884443684
mi tienda latina,0.5780478504073966
artizen,0.5776109417434242
tortas el guero,0.5772547420606545
hotel san carlos,0.5770037375105075
los tucanes barbacoa,0.5768193240999637
honor amongst thieves,0.576408329444861
village inn,0.5761485272635554
king coffee roastery,0.5760513826851252
my slice of the pie pizzeria,0.5756216739696068
old station sub shop,0.5753739083493927
picazzos healthy italian kitchen,0.5753128044198745
texas bbq house,0.5748632780014156
thai basil,0.5747671845618715
switch restaurant wine bar,0.5745259214305143
jersey mikes,0.5741219560021037
black cat coffee house,0.5740510761437487
north mountain brewing company,0.5740054927723772
frys,0.5738883395467869
high dive,0.5735441026063071
kneaders bakery cafe,0.5735112445215959
chilis,0.5733076939176484
mothers,0.5729645745824024
mimis cafe,0.5728525435517496
district american kitchen and wine bar,0.5727731402318317
sushi ken,0.572562873196087
helton brewing company,0.5723733165808785
asahi bakery,0.5721875726133392
manhattan pizzeria and subshop,0.572111133610444
antojitos mi pueblo,0.5716417458624725
manuels mexican restaurant cantina cave creek,0.5712808003584339
vincents on camelback,0.5708656462844459
la grande orange pizzeria,0.5704354721733376
lucis at the orchard,0.5702638358562746
blaze fast fired pizza,0.5701319170839726
tomasos,0.5695013950393426
greka pita,0.56935261383925
blaze fastfired pizza,0.569297091195357
berthas caf,0.5687797399456104
zoyo frozen yogurt downtown phoenix,0.5687673169763999
double headers,0.5687234579825694
la madeleine country french cafe,0.5684686965429
cocina madrigal,0.5682459774076515
hanyo grill,0.5679873482908631
detroit coney grill,0.5679647196794207
rubios,0.5668462761139421
khyber halal,0.5667549316586062
the counter,0.5661300641415727
taqueria la hacienda,0.5660549942011368
your bbq guys sales service and so much more,0.565666701482801
giordanos,0.564995373464531
paquime street food of mexico,0.5644096526382701
best of philly,0.5641723335405645
jasons deli,0.5638447748218438
culinary dropout,0.5626195074732735
pubblico italian eatery,0.5625502003167853
caribbean marketplace grill,0.5623377401197468
flaming wok,0.562285578297152
timo wine bar,0.5621308411480178
nook kitchen,0.5621273111589897
yard house,0.5617062481060701
meritage an urban tavern,0.5613081364370374
tipsy tea party,0.560739469118921
la pasadita hot dogs,0.5603894300984233
upper crust pizza patio wine bar,0.5602653834270469
lucis healthy marketplace,0.5602499948512685
cafe cultivate,0.5593986145762023
buddyz a chicago pizzeria,0.559022346267891
speedtees bbq subs,0.5589504485102805
zookz sandwiches,0.5578857578970802
sacks sandwiches arcadia,0.5578405271712944
tacos sahuaro,0.5572111975427021
green chile grill,0.5569755755669585
caramba mexican food,0.5567937491536842
niccolis italian grocery deli,0.556725163461633
gertrudes,0.556558825168992
3on smith cafe,0.5564996756402483
costco food court,0.5562486239202598
imperial kosher market,0.5549654100397341
zinburger,0.5546561648700377
la olmeca restaurant,0.55405447247034
phoenix art museum,0.5537268526634047
sinbads restaurant,0.5535600610924595
dave busters,0.5535274879077632
ladybug house of sandwiches,0.5535190633365713
the melting potphoenix,0.551685246249439
chompies,0.5507087104279146
doughbird,0.5505095826399419
og original genos,0.5503389511751847
mels diner,0.5502576751816749
mein man,0.5502259537915111
capriottis sandwich shop,0.5498826033498802
ok fish chips,0.5490298884986159
caffe boa ahwatukee,0.5490267914631456
mantra indian cuisine,0.5479149051173454
tacos huicho,0.547815777523405
lakeside hideout cafe,0.5472843753465361
the vig arcadia,0.5465260821993363
moon valley grill,0.5461037013074493
wendys,0.545925475119064
roma garden ristorante,0.5453016499025595
paz cantina,0.5450749617643795
lennys burger,0.5449553187330767
tryst cafe,0.5448147964185152
armandos mexican food,0.5446422351324133
mi amigos mexican grill,0.543942353924619
fez,0.5435949958555646
india palace,0.5430229998610016
ole brass rail,0.5419296652199205
palms restaurant,0.5416612804451554
halohalo kitchen,0.5416257727935384
the sicilian butcher,0.541580391919179
next level lounge and cafe,0.5412663797988473
chefs at your home,0.5410537752072095
mr mesquite taqueria,0.5408066085096659
subway,0.5408026903110134
george and dragon pub,0.5406989543319826
el portal restaurant,0.5398337416026631
stackers restaurant,0.5397648239840912
original gravity,0.5395095709915333
sushi station,0.5394125715835643
eat by stacey weber,0.5391757244341838
barros pizza,0.5390633131950638
mariscos vuelve a la vida,0.5387005778834334
tammie coe cakes,0.537228164190553
new india bazaar,0.5366574944897119
zinc brasserie,0.5365770588988357
press coffee biltmore center,0.536333002390123
rokerij,0.5360539081532062
sweet tomatoes,0.5357850214958477
sylvias la canasta,0.5356694664914403
aioli gourmet burgers,0.5352812476392735
turf paradise,0.5348081918507296
lookout tavern,0.5347380380683381
chickfila,0.5346256929779132
divinos,0.5346087077382142
scotts generations restaurant delicatessen,0.5345353138666287
brothers pizza,0.5344206343160623
asadero norte de sonora,0.5342698815952702
seamus mccaffreys,0.5341125035393994
el norteo,0.5339225802498282
lamore italian restaurant,0.5337836266088615
seasons 52,0.5329875071207262
paradise valley pizza company,0.5327787964533116
los portales mexican food,0.5325277715420988
applebees grill bar,0.532511435051367
zk grill,0.5323443893683588
new china,0.5321137391886328
georges kitchen,0.5313838516366136
urban wok,0.5311226688931814
sizzler,0.5306491243179252
arcadia tavern,0.5293121493630173
chilis grill bar,0.5291405380214863
mother bunch brewing,0.5286624332777562
first watch,0.5285060930814094
the lobby grill,0.5284725385048772
steves greenhouse grill,0.527406556411334
ricos american grill,0.5272640433552123
the farm kitchen,0.5259162266355398
postino central,0.5258565077986559
carlys bistro,0.5252239794619569
best of europe meats deli,0.5243617372805954
uncle tonys pizza,0.5242735627230972
arts all american cafe,0.523462844277695
tacos mi ranchito mexican grill,0.5233186688433941
the farm at south mountain,0.5222897749049591
32 shea,0.5219589037485559
mad greens central ave camelback,0.5219532867941462
big cuzs catering,0.5218205665992833
sip coffee beer garage,0.5214530531617803
brigetts last laugh,0.5212835794685456
el gero canelo,0.5209172923953538
jt gyros,0.520825500180988
otro cafe,0.5202188002887325
pieology pizzeria,0.5200785271900995
perfect pear bistro,0.5198524118459857
zs greek,0.519336875783834
the living room wine caf lounge,0.5189204097779506
5th avenue cafe,0.5187690308383296
babbo italian eatery,0.5187092425563639
adelas italian,0.5174088868822921
ahso sushi steak,0.5169168160295871
alexis grill,0.5165095582001717
pane bianco,0.5162883399703008
kays kafe,0.5161316484550329
lunch time cafe,0.5154023139775417
jimmy jacks drivein,0.5153679258038084
the dressing room,0.5153246370481867
castaways,0.5151386505130323
cafe rio,0.514217614601589
mariscos el malecn de mazatlan,0.5135832256368043
the duce,0.5135830327501377
denoras ristorante,0.5133158198263688
shako mako grill,0.5132941249543752
postino arcadia,0.5126036155293847
firehouse subs,0.5120777404231007
saffron jak,0.5109887560155721
copper blues rock pub kitchen phoenix,0.5099154633152831
uncle sams,0.5090654145805351
olive ivy,0.5086003767676939
mod pizza,0.5084622913101629
the main ingredient ale house and caf,0.5076469033784549
uptown plaza,0.5069428906064184
hamburguesas al carbon el humadero,0.5060434917816382
el guero hot dogs,0.5059686957650732
renaissance phoenix downtown hotel,0.5056113880207015
la stalla cucina rustica,0.5052904016545214
lux central,0.5050976048614838
barrio queen,0.503831224182741
wildflower,0.5018274281095061
classic crust pizza,0.501450435981907
ocotillo,0.501357377278176
pho thanh,0.5008018732561486
grand avenue pizza company,0.5003621200009496
city square deli grill,0.49997224726032397
peaks valleys restaurant,0.49965336846401776
franks new york style deli,0.49960326272141425
breadcrafters bakery cafe,0.4994853859393716
azool grill,0.49922703365415705
sunup brewing,0.49879892714633306
phoenix childrens hospital,0.49862241212234226
sushi loco,0.4985529398977727
que chevere,0.4983006273978216
corleones,0.4975045336064807
noble eatery,0.4963639347880549
waamo restaurant,0.496294507663973
island sensation cuisine,0.49594265906743684
cowboy ciao,0.49593435990217133
aiellos east coast italian,0.49525385990714466
la carreta taco grill,0.4951147977086779
richardsons,0.49505563758229176
va bene italian restaurant martini wine bar,0.4947522787996972
luv a sub,0.4944056729401766
the parlor,0.4936759986482452
chico malo,0.49353634122192475
oasis raspados,0.49296814989759913
thirdspace,0.4929135647893339
fast eddies diner,0.49275793054425576
sacks sandwiches phoenix,0.4921191080803366
jersey mikes subs,0.4915559197367861
gracies tax bar,0.4913570393790491
lustre bar,0.4906331959157023
short leash hotdogs rollover doughnuts,0.49061500225210264
salad and go,0.4903723416703468
casa corazon restaurant,0.49018061501094307
arbys,0.49004434187409984
5 diner,0.48909941328614986
bar smith,0.4888330787658624
us egg,0.48807284728304046
pino,0.4880617696902132
sticklers,0.4877736433780109
tukees sports grill,0.48654782283811016
wink 24,0.48365441233682244
forno 301,0.48348777379197555
coachs corner grill,0.4834518295050107
hard rock cafe,0.4829425023683113
long wongs,0.48243933713429626
panera bread,0.4824117866829878
la bocca wine bar urban kitchen,0.48183487225043753
green new american vegetarian,0.48091220476306334
the rocket truck,0.48017471498937225
corner bakery cafe,0.4788508835418057
kitchen 56,0.47848081062182507
urban beans cafe bar,0.47828324901282837
zipps sports grill,0.47799174512278825
provisions pizza,0.4778801235546346
noodles a gogo,0.4773320084065847
tilted kilt pub eatery,0.4770073346863827
bevvy uptown,0.4769423919665948
mod,0.4763129011620484
trapp haus bbq,0.47621757549228666
tgi fridays,0.4760243919717729
nuevo burrito,0.47509443126984324
segals oasis grill kosher foods,0.4745270692465748
jbs restaurant,0.4742501354493561
the adobe restaurant,0.47410760257518814
mi nuevo nayarit,0.4736475330013823
engrained cafe,0.47328708301389216
ellys brunch cafe,0.4722198786540478
wetzels pretzels,0.4717853221248228
cold beers cheeseburgers paradise valley,0.471779789803097
spoonz cafe,0.4717693991003049
moon valley cafe,0.47174702854828116
lola coffee,0.4712151226270732
marstons cafe,0.4686913264683362
tacos mi ranchito,0.46806163849480603
the covenant,0.46757744380852856
gils taste of taos,0.46438926681373266
40th street cafe,0.4639294465480838
mercbar,0.4634430694008564
the brown bag,0.46262805863088735
miracle mile delicatessen,0.4626118161656423
culvers,0.4616640104410287
uncle bears brewery,0.46051381654060586
jobot coffee diner,0.4592452526372024
ncounter,0.4584768167084985
the collins small batch kitchen,0.45837362576343466
canam realty group,0.4582179460308597
comedor guadalajara,0.4560379491142698
fatsos pizza,0.4553944342028226
kokopeli deli,0.4541530287231207
raffaeles pizza,0.4537949258216162
super oscars,0.4533263096802156
cactus tavern,0.4530092245890696
twenty highland tavern,0.45300608708892925
phoenix coqui,0.45288920464374816
dlite healthy on the go,0.4526105413548125
tarbells,0.45137314630675146
lunch break,0.45113762507163657
npx a neighborhood joint,0.45081215558639487
hempful farms,0.4499190545222236
romanellis italian deli,0.44989182802038785
tertio wine bar,0.4486065380974963
la sonorense tortilla factory,0.44756924987237684
blue pacific super buffet,0.4461506257656402
shabu fondue,0.4441667899278066
the strand,0.4441030379895326
taco mich and bar,0.4432388772786751
gallaghers sports grill,0.442907529034303
tk urban kaf,0.44200074852430027
old country buffet,0.4409226626281319
biscuits,0.43738486607939636
barbs bakery,0.43536091666928783
dennys,0.43266540237430334
rev cafe,0.43092007581958164
caf tranquilo,0.429264501283516
famous daves,0.4292576026233774
redz urban table,0.42891195406802207
ralphs snack bar,0.4286342427789324
hannys,0.4282127561054415
marcias long wongs,0.4277542147870781
the phoenix ale brewery central kitchen,0.42749321542111274
giant rustic pizza,0.427031072537172
freshly,0.4266198224634469
blue moon gentlemens club,0.42641444249222404
the shuka shak,0.42558951794213623
salsitas mexican food,0.4253962391348311
stumpys pizza subs,0.42529952306545804
thai rama,0.4240544910279046
copper star coffee,0.4235046287400278
tropical juices,0.42319396771892004
christos ristorante,0.4225885435505376
duck decanter,0.4210747438941329
deli tavern,0.4209517852346923
the market,0.4203643969354661
la piazza phx,0.42035097087253875
burgers amore,0.4197934219643953
kneaders,0.41957909877932614
phoenix pizza festival,0.4191608296736986
the park,0.41820796884232625
rennicks restaurant,0.41725084586356787
la poblanita,0.41665996875859385
barrio cafe gran reserva,0.41580815363181717
outta bronx,0.4156005121085132
taqueria el cometa,0.4153305926546291
earlybaker,0.41360880693894597
the cracked egg,0.41153050690513854
tacos culichi,0.4113602811702573
smoke dem bones bbq,0.41074597593602047
the coronado phx,0.4105753978698673
uberrito,0.409027273449415
oroweat baking company,0.4084977502465953
lunch box,0.4046625373289432
tarbells the tavern,0.40418674300726276
taqueria don beto,0.40250886268870706
touch of thai,0.40173224312926115
greektown,0.40071537125122936
honey baked ham company,0.399994698941806
barrio cafe,0.399958497698071
mi familia mexican food,0.39892913556116083
port of subs,0.39800411377025613
kamanawana hawaiian treats,0.39663918626073785
humphreys kitchen koffee,0.3960172208243948
provecho,0.39313062754396455
bar bianco,0.3918004059032839
extreme sushi roll,0.39110676524346416
phx eats cafe,0.38744591746785034
pok catcher,0.38327022525068843
bikini beans coffee,0.38267666745263024
red robin gourmet burgers,0.38091823640859135
papa murphys,0.3776290954086104
sr ozzys tacos y mariscos,0.37620191830860483
marylns fish chips,0.37552724129479265
pork on a fork catering,0.37533385776352207
moto sushi,0.374965867081092
polish goodies,0.3725924097797896
taco mich bar 4,0.37244517581512243
familia loritos,0.3720764627407862
nicks,0.3696104825398597
rustic cafe,0.36792075463238705
presto,0.3678534607301159
city bistro,0.3675661493130486
mariscos la phoenikera,0.3666198006960901
kabab king,0.36440686932634037
linger longer lounge,0.36153088641710135
the lunch lounge,0.3612676670235206
brooklyn nyc pizza,0.360479794606082
my pie pizza,0.36011181943195536
the cookie bar queen,0.3599254120222528
the kettle black kitchen pub,0.3597716300957367
delux,0.35864208721695157
nawaz indian cuisine,0.35854457378753657
gyros on central,0.3570259151347473
new york pizza dept,0.35645947197420796
ruby tuesday,0.3562101233332745
the bagel man,0.3534002229274519
fair trade cafe,0.3523996162131861
carls jr 7091,0.3516657330894704
ginos pizza,0.35126369018594555
choon,0.35037363398710314
cold beers cheeseburgers,0.34993433410941266
reign of thai,0.3470330222054631
ahwatukee country club,0.34659648087356715
jody maronis sausage kingdom,0.34653994062768556
mariscos el dorado sin,0.346462850006458
pats pizza plus,0.34476415029657137
eat this,0.3443731836741545
the dinner detective interactive murder mystery dinner show,0.3430916085787423
gallaghers,0.342302414705769
king gyros,0.3403261689623455
tee pee tap room,0.3395495236061744
the mix up bar,0.3391366247718411
nellos pizza,0.3388754156582174
nathans famous hotdogs,0.3356187069961086
los armandos,0.33554801093425335
paradise bakery,0.3347463447185371
playas del novilleros,0.33304026140393744
the halal guys,0.332949383467809
vovomeena,0.33273962542387464
authentic ethio african,0.3306415989899598
buzznbeez food truck,0.32980745609147266
valle luna,0.3269334076972854
taqueria el vaporcito,0.32565196088095505
tacos michoacan,0.3215966113746213
mucho macho taco,0.32153202738212877
pokitrition sushi burritos poke,0.3207236871572975
baker wee,0.3198995695669648
frank food truck,0.31878008643134836
mariscos ensenada 4,0.31868078654916426
celass pizza,0.3178697060163197
thai lahna restaurant,0.31711190026427516
restaurant sinaloa,0.3169697959384019
mariscos ensenada,0.31496191025479486
pho hoang duc,0.3123934371433381
first place coffee,0.3106416400973577
pizza hut,0.3099847627249655
ringside sports grill,0.3086012188107602
taco mich,0.3073804371499116
krispy kreme,0.3071463974086623
joes real bbq,0.3067765491724423
sweet land cake,0.30654506312932206
caf allegro,0.3056524036807379
breakroom bar grill,0.3055766630792741
carls jr,0.3055627572348089
suncup cafe,0.3027021588534216
alaskan pride seafoods,0.3012626113168193
jerrys restaurant,0.30027225252792566
essence bakery cafe,0.2987690154709999
obriens sports pub,0.29853101876248006
rott n grapes uptown,0.29243092495654427
red rim bistro,0.2902573524789839
the lounge,0.2887123634252846
cheba hut toasted subs,0.28828242565294787
ny bagels and deli,0.28810731359250075
12th fairway bar grill,0.2851967519275288
alfonsos mexican food,0.28340658748616315
mucha lucha taco shop,0.28152988841975196
mimi forno italiano,0.28019396416905623
canyon 49 grill,0.2786972377001315
the sub shop,0.2744835461302475
ajo als mexican cafe,0.27276529286402823
fillmore coffee,0.27211594801788697
bell italia pizzeria,0.2670734578895867
ono hawaiian bbq,0.26569287155022075
starbucks,0.2640170899091684
tee pee mexican food,0.26329950133324714
sin son nay,0.25894739546210266
niros gyros,0.25755861114762757
edwards cuban bakery,0.25720972658288294
mos chicken,0.2555913003575535
the mystery mansion dinner theater,0.2553899185644125
shortys sandwich shop,0.25499577702182386
tammie coe to go,0.2548265930474703
di vitos pizza,0.25383978903485843
burger theory,0.2505459681336237
fridays front row sports grill,0.249221034347394
ahipoki phoenix,0.24847493740058824
restaurant atoyac estilo oaxaca,0.24252017591549552
long wongs famous wings,0.24245579131055137
dunes lounge,0.23421603435879312
cajeme birrieria y taqueria,0.23258538967350453
the breadfruit rum bar,0.23254727878413714
great dragon restaurant,0.22922339072957473
the original bbq 2 u,0.22603342390146078
lams seafood market,0.22559194911785838
nori sushi,0.21660318780644616
bobby q biltmore,0.21333582240385573
rise craft coffee eatery,0.20937114591564893
the playa ii bar and grill,0.19965336865473646
salsitas 6,0.19740091566674536
kahu hawaiian bbq,0.19436630485921458
bitter creek cafe,0.19197998106136652
taste it tours phoenix and scottsdale food tours,0.19183089435886827
authentic thai kitchen,0.19024127221055243
even stevens sandwiches,0.18711433505208191
trails end bar grill,0.1848085712769233
palette,0.1837321809117671
armadillo grill,0.183569741682277
hungry street grille,0.18265354724747646
tropical fruit nice raspados,0.18252969970164634
alhana,0.18161626634984407
rott n grapes roro,0.18120050378097818
el nuevo taquito,0.17584081339999608
mariscos chihuahua,0.1746254535831373
yoshis,0.17430161095011784
fox sports grill,0.17307917212515253
mid city kitchen,0.17087311622112264
oasis crossroads bar grill,0.16836527216855082
tokyo joes,0.1640732470442181
game seven grill,0.16161736117492817
alfredos deli,0.1607290146826481
long wongs hot wings,0.15970826520072431
blimpie,0.15836443666404149
taqueria la korita,0.15743958250958032
il primo pizza wings,0.15677127305653446
pizza people pub,0.1545971025947942
how bout dat 313 detroit coney island,0.15395964423859781
king pin grill pizza,0.15203046163931216
carniceria castillo,0.15194302005400184
el pacifico botanas,0.14949621906782878
grabbagreen bell,0.14769656270703294
rkidds pizza wings,0.14689397521431713
long wongs of laveen,0.146300138808731
connollys sports grill,0.14550269493395612
stanleys home made sausage company westside,0.1450683218565461
natalino italian restaurant,0.1431645439002601
little jamaica,0.14113202912858344
sonora taco shop,0.14057386614090933
los armandos asadero y mariscos,0.14011936179063855
slices,0.13988839639552433
phillys sports grill,0.13941937106135813
summers fruit barn,0.136834611727386
kfc,0.1354063605222414
amelios pizza more,0.13525335231680177
mission possible cafe,0.135191978311392
janas bakery,0.13450509382385356
wongs chinese dining,0.13100122492302313
copper plate,0.1287276949554354
mariscos el tiburn,0.12410992118003389
sushi bros,0.12334485237462897
daawat indian cuisine,0.12149778412670534
berry beet juice bar,0.1114180338603595
hob nobs,0.10932886612763801
pizza patron,0.10928714338464054
island loco,0.10848874514671297
taste of honduras,0.10751274075581659
oven vine,0.10269599752365499
the porch,0.102417658556371
gorditas lily,0.10221263061437222
jimmys hot dogs,0.09956516500895199
kimmyz tatum point,0.09552803579081931
taste of thai,0.09344471523291478
safeway food drug,0.09160875971269339
fuddruckers,0.08714680029186629
the peppersauce cafe,0.0870794646088203
charleys grilled subs,0.07922099428795455
tacos la lomita,0.07824864286684353
guss new york pizza,0.07510314731007964
613 grill,0.07506280565528492
tratto,0.07452028327081614
new china buffet,0.0715651748356115
fleur de lis unforgettable cakes,0.06914337009786721
the panini people,0.06587950046927446
avanti,0.06548930997144213
hek yeah bbq,0.06512926328221152
sprouts,0.0651031464349205
surf city tanning,0.06372270824857751
harumi sushi,0.05933425214137701
pizza on 40th,0.05609515993654189
el horseshoe restaurant,0.05550275131305338
bobby q,0.052786934869314295
muse market,0.047782441405854297
diner 50,0.038950457256449716
ll hawaiian bbq,0.031538014568128485
rallys,0.030568475444233374
brennans pub grub,0.02029415793814416
the whining pigphoenix,0.015435166174147152
la salsitas,0.014824342727600717
ni de aqui ni de alla,0.014059705101902457
bonus round,0.012415850833858088
arrivederci,0.00897504873102595
haldi indian cuisine,0.005486047848219098
mandys fish and chips,0.003953746464621479
daddy os grill,0.002925463372632375
pochos,0.002833343101180242
farm craft,0.001430778362778537
rehab burger therapy,-0.0014315315644048508
churchs fried chicken,-0.005103801086631583
luv me tender bbq,-0.009659712725831378
crave sandwich cafe catering,-0.016733223039834252
runyon appliance,-0.02622562947209623
pan y pasteleria san sebastian,-0.035039933991868354
zeez grill,-0.039077921619333884
nocawich,-0.04123327573326611
hava java,-0.043921743699371484
tatums restaurant,-0.046463264192660975
michaels at park central,-0.05175264612091454
manuels mexican restaurant cantina,-0.05521032577849537
centrico,-0.05557749263674985
el fenix bakery,-0.06525125360460056
barbeques galore,-0.06525125360460056
w xyz bar,-0.06525125360460056
la chambre phx,-0.06525125360460056
cafe on the way,-0.06525125360460056
miss lulus cafe,-0.06525125360460056
first cup ethiopian cafe,-0.06525125360460056
terrace cafe at hyatt regency phoenix,-0.06525125360460056
waffle taco,-0.06525125360460056
city market deli,-0.06525125360460056
blue devil hood cleaning,-0.06525125360460056
babylon lounge cafe,-0.06525125360460056
audi quattro lounge,-0.06525125360460056
perfetto day cafe,-0.06525125360460056
jacksons food store,-0.06525125360460056
mendys place,-0.06525125360460056
leafy sea dragon,-0.06525125360460056
marcelo delivers,-0.06525125360460056
triple dot food truck,-0.06525125360460056
la reyna bakery,-0.06525125360460056
68 degrees sabor,-0.06525125360460056
saffron pig,-0.06525125360460056
charlies grilled subs,-0.06525125360460056
the larry,-0.07270369734826275
rays pizza,-0.07291643383092293
greekfest restaurant,-0.07578766196285096
taqueria y birrieria jalisco,-0.0761944955768
urbo,-0.07997175489251547
rays pizza ii,-0.08388811117426989
mariscos altata,-0.08492841048742052
el pollo loco,-0.08633134810517701
ezekiels,-0.09069600762237964
brooklyn mikes subs,-0.0926837519735997
short leash hot dogs,-0.0950952673471796
ben brothers market,-0.09715348587926256
pho av,-0.10111775331828356
