,similarity
franks new york style deli,0.663022763405365
the duce,0.662729640584933
pho binh minh,0.6623735427216784
peaks valleys restaurant,0.6622923362941227
great wall cuisine,0.6621064193848887
szechwan palace,0.6620093008762293
noodles company,0.6618162802297327
lunch break,0.6616302926341462
caroun,0.6615255613378901
wow wow hawaiian lemonade awhatukee,0.661342417192643
la olmeca restaurant,0.661302157510721
kneaders bakery cafe,0.6612573948935316
whataburger,0.6609986961814389
phoenix art museum,0.6607241334742269
ole brass rail,0.6599520245212502
top shelf mexican food cantina,0.659607971936435
spice restaurant,0.6595445374374451
romanellis italian deli,0.6593460620277842
schlotzskys,0.6590721044877701
jack in the box,0.6590471431783114
scotts generations restaurant delicatessen,0.6585588289353415
pho lee,0.6585259815593821
wy market,0.6584978654547035
alida restaurant supply,0.6583127682854599
chickfila,0.6580699248426437
shabu fondue,0.6578972821973017
honey bears bbq,0.6577897872821736
chompies,0.6577738581480805
the farm kitchen,0.6576662985105164
cafe emina,0.6576077084761187
luckys burgers shakes,0.6576057494234602
the corner deli,0.6575946032694705
la santisima,0.6574080359915238
king wong chinese food,0.6566244421384931
menuderia guanajuato,0.6565176337499679
pastries n chaat,0.6563592228237451
sushiholic,0.6561962867591249
arriba mexican grill,0.6561521046195772
uncle tonys bagels deli pizza,0.6556119162854517
enchanted cupcakes and more,0.6555844237292903
hotel san carlos,0.6548147813965657
dilla libre cantina,0.6545031124949383
samurai sams greenway,0.654405628512388
golden thai kitchen,0.6541362807940224
the farm at south mountain,0.6540777566387139
las islas del capitan,0.654031399584865
ichi bowl,0.6537688418522987
plaza bonita,0.6536559856417749
dilla libre gourmet quesadillas food truck,0.6534614851202393
capriottis sandwich shop,0.6531620426672297
corner bakery cafe,0.6531572128637252
ninos greek cafe,0.6530590414681906
the gelato spot,0.6529350054081621
country boys restaurant,0.6523570565041904
mothers,0.6523327667316268
tom yum downtown,0.6518859845392122
marigold maison paradise valley,0.6516871986701802
pho saigon pearl,0.6516437491715443
krua thai cuisine,0.6516116597548025
arizona grand resort spa,0.6515275552169817
wink 24,0.6515210530048154
om indian bistro,0.6513767375355535
rustlers rooste,0.6511652054108706
las glorias restaurant,0.6509914470903491
tacos chiwas,0.6501236098589829
chanpen thai cuisine,0.6494188260574812
burger shoppe,0.6493408811200053
mercado y carniceria sepulveda,0.6491987758375203
the brown bag,0.6487712165698496
los tucanes barbacoa,0.6487394404330499
the strand,0.6479905491240912
tacos maricos sinaloa,0.6478347785190988
einstein bros bagels,0.6476327062651548
kneaders,0.6475051616398764
bagel gourmet,0.646859565288592
mos chicken,0.6463090680296452
tropical smoothie cafe,0.6460851588774646
black cat coffee house,0.6458792308078564
the cookie bar queen,0.6456336964033987
mimis cafe,0.6450318872955478
star of india,0.6445693791880122
the nosh cafe,0.6445540072469935
pho 602,0.6440229409955192
gallaghers,0.64384150997313
gallaghers sports grill,0.6438235589123085
sweet tomatoes,0.6435511708262343
nicks,0.643409957027593
la carreta taco grill,0.6428476351372101
tea light cafe,0.64196705392981
desert springs brewing company,0.6416838403169939
federicos mexican food,0.6416784579470567
pho vn vietnamese cuisine,0.6416686163220887
blue mesa tacos,0.6414526482398326
burger factory,0.641376635269969
rainbow donut,0.6406722363296693
yama sushi house,0.6405659573433375
kaleidoscope juice,0.6404143638605336
taco bell,0.6398165429411646
sheraton grand at wild horse pass,0.6386954789910526
alzohour market,0.63839452891397
alebrije,0.6381663852381219
gyro house 32,0.6378540070115765
modern tortilla food truck and catering,0.6375997228833455
country boys restaurants,0.6375590132078994
manhattan pizzeria and subshop,0.6375098170010965
baiz market place,0.6368279803945922
south china express,0.6367571476282542
rositas place,0.6364566334358985
tarbells,0.6359338275608784
frys,0.6356991120854103
reathrey sekong,0.6353597308573599
hilal grill,0.63489687417748
jade the taste of china,0.6346680041676906
the tasty touch,0.6345314047849552
poku,0.6338077808628029
paradise melts,0.6334209248914806
persian garden cafe,0.6332488671510813
garden express,0.6331557000276804
red wok buffet,0.6327479855127727
sabas mediterranean kitchen,0.632164371081182
zipps sports grill,0.6320411543584411
woodys macayo,0.6319823377565748
first watch,0.631762405718657
deli tavern,0.6312300975587651
jersey mikes,0.6310159466481755
good fellas grill,0.6303980334820741
kyoto bowl,0.6297405885854325
urban beans cafe bar,0.6297251246343583
salsitas mexican food,0.629606063899754
seasons 52,0.6291594588746172
burger king,0.6285227966944422
nee house chinese restaurant,0.6285010104523387
twisted curry,0.628378173457895
deer valley airport restaurant,0.627062980657624
the tamale store,0.6265663452968653
mims burger mexican food,0.6259678330333875
antojitos mi pueblo,0.6256784835425044
siu wok,0.6253371279630107
wtfexp,0.6248799405336084
santa madre taco shop,0.6241019418843394
the golden greek,0.6234402144433245
golden wok chinese restaurant,0.622743230151305
la pina loca,0.6227124534471495
el bravo mexican food,0.6217813314625669
raising canes,0.6209833506128251
lupitas hot dogs,0.6209536801402009
rainbow donuts,0.6205605382986046
la mejor,0.6200816883551552
mi pueblo,0.6199414316507104
que huong restaurant,0.6198656034257026
taqueria los yaquis,0.6198161666785974
el chino restaurante y cantina,0.6188334268502107
blaze fast fired pizza,0.6187550260646022
popos mexican food,0.6185461470752767
filibertos mexican food,0.6182024966810282
jl smokehouse,0.6174811783398669
quiznos,0.617172031960119
delux,0.6167705296910049
pepes taco villa,0.6165399377419645
everything bagels,0.6164785935153275
long wongs,0.616116131295743
nogales hot dogs,0.6158981924979463
delicioso raspados,0.6158367740285899
ellys brunch cafe,0.6155734739149866
wadaa street tacos,0.6154134124580055
el ranchero,0.6151307576342518
george sons asian cuisine,0.6150127081527634
my goodness cakes,0.6148489185030541
el nopalito,0.6148203761809076
el caprichoso,0.6146505160564445
tammie coe cakes,0.6144909104120602
ritas mexican food mariscos,0.6143562646003626
mariscos y barbacoa la bella,0.6139639983514765
charleys grilled sub,0.6115299430405065
krazy 4 koffee,0.6114898142885654
chronic tacos,0.6114278738822551
manuels mexican restaurant cantina bell rd,0.6113629421207911
vegan house,0.6111957630535989
smoothie king,0.6106958441202004
mantra indian cuisine,0.6106218398464655
wildflower,0.6100848557395204
taco chelo,0.6098693425026638
barrio cafe gran reserva,0.6091426901130712
ajo als mexican cafe,0.6087432715056593
thai longan,0.6084219956809376
garcias mexican restaurant,0.608395393661314
ottos empire diner,0.6081357874061392
city tacos,0.6073094607817308
phoenix childrens hospital,0.6072516615694117
las cazuelas mexican seafood restaurant,0.6064874768197698
lucis at the orchard,0.6062531988786318
phoenix coqui,0.6052542002335125
salad and go,0.6048831626466153
tacos kissi,0.6046033749036992
barrio queen,0.6044549379106435
the early bird phx,0.6038915954091619
khyber halal,0.6037480223185085
habanero fresh mexican grill,0.6036453786665442
mr chaos asia bistro,0.6035125858550061
the adobe restaurant,0.6034372856495613
las glorias grill mexican food,0.6033457470160626
subway,0.6027870037099823
song lynn,0.6027665685202206
caf tranquilo,0.6017488411661165
latino restaurant,0.6012478847576874
la purisima bakery,0.600510064899366
high rye,0.6004603378494988
the cracked egg,0.6002038932535292
olive ivy,0.6001729135297953
detroit coney grill,0.5999342135226817
la pupusa loca,0.5998033951086812
tk urban kaf,0.5997048221191925
tortas el rey,0.5997027787331841
raspados y antojitos penasco,0.5994262087536179
the greek pita,0.5992883356435159
carniceria los amigos,0.5991860706812009
mariscos bahia de guaymas,0.5988023683504624
seoul bbq sushi,0.5986431729736302
famous daves,0.5985525936412747
cafe cultivate,0.5984071876510962
trans am phx,0.5980469125426473
new silver dragon,0.5979867330107274
red robin gourmet burgers,0.5973202787972745
edens grill inn,0.596460648259076
moon valley cafe,0.5964439821815312
tortas el guero,0.5958487939633932
the market,0.5957947881783816
jasmine thai cuisine by kelly,0.5956611701735102
rott n grapes uptown,0.5955007373036255
wildflower crown,0.5951954074009912
lucis healthy marketplace,0.5949378719784038
zs greek,0.5946760227989909
desert jade,0.5943966610931022
la frontera,0.5940423560706264
rice to you,0.5938345283144877
press coffee biltmore center,0.5934496005133549
the lunch lounge,0.5931628155332607
lennys burger,0.593045680387183
outta bronx,0.5926542627506766
los taquitos,0.5924282188866816
may garden restaurant,0.5921432308143473
sunrise donuts,0.5914779864807522
zoyo frozen yogurt downtown phoenix,0.5907235905246231
golden coin,0.5905376076879865
sosoba,0.5905040898853464
tacos mi ranchito mexican grill,0.5897928812623917
ritos mexican food crown,0.5890929394172901
odelay bagel,0.5889543557040429
berthas el sabor de los mochis,0.5884724440771926
speedy street taco,0.5883971071678317
thai lotus restaurant,0.5881986029739538
charleys philly steaks,0.5880259971175612
savor flavor asia,0.5879483622121379
godavari,0.5874411595250508
the play factory,0.5873486826954506
hot bagels and deli,0.5870024202918831
christown spectrum,0.586478610609225
island sensation cuisine,0.5858965267684867
takamatsu,0.5855094448178857
mi tienda latina,0.5854647488624382
best wok chinese restaurant,0.5851677118557433
julio gs tatum,0.5849967404765913
mings pagoda,0.5848889757852498
rolibertos mexican food,0.5848696135609583
brooklyn nyc pizza,0.5847720021024854
habaneros mexican grill,0.5845866384732987
la canasta capitolio,0.5840154707406755
king coffee roastery,0.5837177715228337
doras kitchen,0.5836967990233987
super dragon,0.5833285183265695
tokyo express,0.5833179005696267
the prime chinese restaurant,0.5832845284695214
bosa donuts,0.582833161045653
via delosantos,0.5827234898098221
pueblo viejo,0.5824672639145243
rainbow donuts cafe and deli,0.5822801955679344
mod pizza,0.5820114088432647
bamboo china restaurant,0.5819964563342486
ricks cafe metro,0.5818932442833942
desert swirl frozen yogurt,0.5816716072268395
tacos mi ranchito,0.5812997529453883
ncounter,0.5812029183400409
the original carolinas mexican food,0.5811431247384641
canton wong,0.5810027284685915
los compadres,0.5805578468358195
jersey mikes subs,0.5804516896669837
the post,0.5796093411397767
green tea chinese restaurant,0.5794809087402835
long wongs of laveen,0.5789481377475505
blue moon gentlemens club,0.5785988958229736
juliobertos,0.5782238875594693
nekter juice bar,0.5773826491159062
the coronado phx,0.5770320903090255
mu shu asian grill,0.5768827150009657
liyuen,0.5763317505546481
bicycle nomad,0.5763266780641303
garcias mexican restaurants,0.5761632442626436
george yangs chinese cuisine,0.5760388350408675
kays kafe,0.5753590260593624
el rincon sinaloense,0.5748912119567455
the sub shop,0.574812074835247
garcias las avenidas,0.5745669042233601
chicago gyros,0.5745292785444214
flamingo palace,0.5737230613150448
lins grand buffet,0.5723843801995292
palms restaurant,0.5723274489584621
grabbagreen downtown phoenix,0.5719546310729164
sweet cream donuts,0.5715119848374819
luv a sub,0.571208310404554
good china restaurant,0.5708941337523472
viet kitchen,0.5707993931945475
guamuchilito mexican grill,0.5705372012763698
la barquita restaurant,0.5704311804506297
nami,0.5703409577505072
smokengrind,0.5701152409044361
sweet land cake,0.570029415796744
ocotillo,0.5692862321649479
middle eastern bakery deli,0.5691281424489675
pino,0.5682912970715106
hamburger yumi yum,0.5677111461563085
love acai bowls food truck,0.567462166929293
rubios,0.5666903449005758
flaming wok,0.5663280452549098
hempful farms,0.5661458312599836
dragon palace,0.5659849968314059
karls quality bakery,0.5658703876433593
pho 43,0.5657184282284967
phoenix pizza festival,0.5652559598745306
lis bowl,0.565112306629723
mi patio,0.5648729541796624
panda express,0.5647973507965971
pei wei,0.5645773956058917
little dragon chinese restaurant,0.5643487942985221
taqueria el guerrerense,0.5630874286842871
dragon bowl,0.5630445282090377
dao kitchen 2 asian bistro,0.5630055942794128
thai delight,0.5626109795692611
yans,0.5625067239928907
taquerias el chino,0.5622729271980111
us egg,0.561902141958881
la piazza phx,0.5618772651658076
china harvest buffet,0.5611530214025459
que chevere,0.5606271911851086
tertio wine bar,0.5605599300965529
sun asian kitchen,0.5600763640161329
los mexican friends,0.55986157986404
frank lupes restaurants,0.5597171776636946
taqueria don pancho,0.5596851449468101
el mesquite cocina mexicana,0.5595940693545713
dennys,0.5595617321653026
los altos ranch market,0.5586515151559313
just a splash,0.5582276552296798
jamba juice,0.557866759928243
pizza a metro,0.5577910814760151
breakroom bar grill,0.5573023764514536
grinders coffee,0.5560795787740078
golden china,0.5559901312038759
china chili,0.5558882458012366
mels diner,0.5557988068197732
cafe rio,0.5557525015723284
el rinconcito mexican food,0.5554782033616017
pok catcher,0.5553918048199046
casa de don pancho,0.5550795180477104
old country buffet,0.5548970260098564
sushi loco,0.5545996171848144
hamburguesas al carbon el humadero,0.5545860390009695
chico malo,0.554520109954526
burgers amore,0.5540408037927113
shangrila chinese,0.5537207938957167
china village,0.5523270509542922
celass pizza,0.5519443612782337
lola coffee,0.551788187240535
big cuzs catering,0.5513659374349953
el portal,0.551337131552432
athens pita greek grill,0.5504274100248198
willies taco joint,0.5492902192144671
krachai thai kitchen,0.5492275441387133
tacos sahuaro,0.5491519337500806
the wok express,0.549143535910724
kwan wok chinese restaurant,0.5490642607900091
stumpys pizza subs,0.5480771415578135
wraps n curry,0.5469143583180962
el gero canelo,0.5462329228067779
asadero norte de sonora,0.5457721183771524
the park,0.5455863613063513
cenaduria y taqueria lupita,0.545540452364793
canton dragon,0.5455029118236114
nellos pizza,0.545422170958814
caf allegro,0.5441541019923739
neveria chayos,0.5441472726058758
sticklers,0.5435199531413712
kims chinese kitchen,0.5433635194253883
sizzler,0.5429149621232259
carls jr 7081,0.5422961610560023
asian dining chinese restaurant,0.5417232157308426
rubios coastal grill,0.5415689272318901
el portal restaurant,0.5415519924229975
vaqueros carne asada,0.5408319991275142
taqueria el fundador,0.5407537982562082
taqueria la hacienda,0.5404351521696049
moon light restaurant,0.5401550637450927
fuego taco shop,0.5391923774480069
taco mich and bar,0.5390698830807555
autumn court chinese restaurant,0.5389339234668519
wang express,0.538646296023783
blazin mongolian bbq,0.5385398121922199
taco mich bar 4,0.5384479207400722
go go china,0.5382084607615505
barros pizza,0.5378054888473035
moto sushi,0.5377775292869456
panda garden,0.5377648867896532
marias frybread mexican food,0.5376577701488988
chino bandido,0.5372143838398313
kokopeli deli,0.5369495567458884
wendys,0.5367378430728811
tgi fridays,0.536359041117522
sushi station,0.5351552085479534
mr leno,0.5346246972285227
great wok,0.5340203672888764
culvers,0.5338777792198944
panaderia y tortilleria,0.5338358033100066
hong kong chinese cuisine,0.5333433107094467
salsitas,0.532492177438026
the fry bread house,0.5321651774519365
oriental express,0.5314516691138793
phx burrito house,0.5314040356579249
jjs gyros,0.5313621933910205
china restaurant,0.5305393460835526
green chile grill,0.5296793605208594
two hippies beach house,0.5286980631074636
rodibertos mexican food,0.5286349961792107
fox sports grill,0.5284685012659235
lims chinese buffet,0.527821064541086
mi pueblo mexican food,0.5270348471467582
firehouse subs,0.5269763783975758
irmas kitchen,0.5263263771429239
frank food truck,0.5259076220701524
hard rock cafe,0.5246399830517625
copper star coffee,0.5243727482822019
new asian kitchen,0.5239433453094274
la huasteca mexican foods,0.5237609661719397
tacos huicho,0.5236327254986892
la salsita,0.5228811817962933
tortas manny,0.5228341087927768
lydias la canasta mexican food,0.5222484829474114
new garden restaurant,0.5218326075013038
trapp haus bbq,0.5212392034240911
papa chevos taco shop,0.5210872163415204
sala thai,0.5208891580495021
redz urban table,0.5199352675212492
los jarritos restaurant,0.519753116194962
regios mexican food,0.5193176102374332
the rocket truck,0.51854691683599
chen wok,0.5182598894309675
chen wok express,0.5178897811838511
greektown,0.5174057076954559
taqueria tepehuaje,0.517250115201769
ruby tuesday,0.5172412108743838
la piata,0.5164461986278485
mercbar,0.5158920008815195
yis chinese restaurant,0.5153319879078435
el bravo sky harbor,0.5151495546535584
ritos mexican food phoenix,0.5144769233000503
abacus inn chinese restaurant,0.514073220501857
polibertos bell rd,0.5130362499158578
tacarbon,0.5121979271181591
mr cooks chinese cuisine,0.5118647608665103
green new american vegetarian,0.5115857977724692
la canasta burrito shoppe,0.5115242979057313
essence bakery cafe,0.5113737660009103
los portales mexican food,0.5105348731151622
rennicks restaurant,0.5095372942212248
dunes lounge,0.5082213346162181
40th street cafe,0.5077612062772823
china chef bistro,0.5077185825955269
los betos mexican food,0.5076807237170186
pong pong,0.5076141171298885
canam realty group,0.5075059048706687
picosito mexican grill,0.5071696436706241
el norteo,0.5070331424012531
fatsos pizza,0.5068481865183033
choon burritos,0.5068182916326237
mister wong,0.5067870042430602
first place coffee,0.5048017364477629
honey baked ham company,0.5046428438977107
tacos y mariscos el sinaloa,0.5029781299332773
5 diner,0.5029371585611507
hong kong asian cuisine,0.5027013113150831
ginos pizza,0.5023260078291565
thai basil,0.5014527475055836
tams,0.5011780785755398
caramba mexican food,0.5006310475985478
fast eddies diner,0.5002150148046247
rolandos mexican food,0.5001304216917827
maskadores taco shop,0.4995380786566129
juans authentic mexican food,0.49943615500339955
machete azteca,0.4969731199764223
pozoleria mexican food,0.49691060901142703
panera bread,0.49686522556933427
ok fish chips,0.4958415656012749
mariscos vuelve a la vida,0.49510467227640115
the original burrito co,0.4941524408091216
pitic restaurant,0.4937596060736802
pieology pizzeria,0.4937181328968252
kamanawana hawaiian treats,0.4924030540372749
raffaeles pizza,0.4917649842304358
casa corazon restaurant,0.49173359368520486
star wok,0.4914900124260545
los toritos,0.4910541578913914
taqueria el cometa,0.4895470911829676
hong kong kitchen,0.48920525718913477
tom yum thai restaurant,0.4889208879452116
eribertos mexican food,0.4882007243659694
the lounge,0.48810411088240613
samurai sams,0.4877330540604693
familia loritos,0.4876094809996694
azteca bakeries restaurant,0.4875733108692114
mr mesquite taqueria,0.4860085690177365
rolbertos,0.4850922144852918
obriens sports pub,0.48246229124201007
next level lounge and cafe,0.48238440958770834
waamo restaurant,0.4821677193290774
rustic cafe,0.4821281417857756
biscuits,0.482010505270092
barrio cafe,0.4808339446053051
janas bakery,0.4803296219928724
sinbads restaurant,0.4794087583667096
city bistro,0.47925912115063646
new india bazaar,0.47904304478035975
greka pita,0.47891231926645084
jimmy jacks drivein,0.4777794907108097
lunch box,0.47698682836379397
new york pizza dept,0.4769662321289647
jody maronis sausage kingdom,0.4767947252259388
mi familia mexican food,0.4760778340347994
mimi forno italiano,0.4748001782621269
the shuka shak,0.4747078433174293
humphreys kitchen koffee,0.47453898961439167
carls jr,0.4732582591615622
hsin cafe,0.47227051888126176
taco feliz mexican food,0.471947831547871
smoke dem bones bbq,0.4701664080977388
extreme sushi roll,0.46887540995517996
franciscos mexican food,0.4678283559040396
bikini beans coffee,0.46746753595169865
emilios tacos hotdogs,0.4658613084262002
alaskan pride seafoods,0.46498502815268994
playas del novilleros,0.46493599401385954
burger theory,0.4634456164006489
mandarin super buffet,0.4634154975802397
mi nuevo nayarit,0.46328257199911227
ramiros mexican food,0.46276459473055764
el pacifico botanas,0.4617146013902472
thai basil ahwatukee,0.4616871677808526
carls jr 7091,0.46128826184692995
new north china,0.46045475579019557
nawaz indian cuisine,0.4590981386307398
cheba hut toasted subs,0.4590396830156803
suncup cafe,0.456125190971021
gorditas el tio,0.45370300293793353
fresko a mediterranean kitchen,0.451079434226567
coyote grill,0.4489225856193001
earlybaker,0.44834341268919403
zk grill,0.4464488354748695
tropical juices,0.4457798566512605
mariscos ensenada 4,0.4451159215821345
restaurant atoyac estilo oaxaca,0.44450844986642785
manuels mexican restaurant cantina cave creek,0.4444545166015259
baker wee,0.4436025143169502
canton wong 8,0.44259396204710705
pokitrition sushi burritos poke,0.4421319441040623
port of subs,0.4419981640114509
long wongs hot wings,0.4405965451751779
mi amigos mexican grill,0.4398325836298155
vovomeena,0.438206596274445
rolbertos taco shop,0.4361115645065772
papa murphys,0.43554382230716604
king gyros,0.43472049809662394
lucky kitchen,0.4346261946592644
salsitas 6,0.4335542712877333
the mystery mansion dinner theater,0.43147606351791706
shortys sandwich shop,0.430734897676279
choon,0.4291408686502022
fleur de lis unforgettable cakes,0.4288283498976577
la poblanita,0.427310150026904
arbys,0.4267606268460804
presto,0.423930860725522
armandos mexican food,0.4220210037417754
wongs chinese cuisine,0.4218577604605865
comedor guadalajara,0.4188680431903324
the mix up bar,0.41876573424830416
provecho,0.4185051825424403
even stevens sandwiches,0.4178437713303683
ralphs snack bar,0.4164746886833032
the original bbq 2 u,0.41644464714942586
ny bagels and deli,0.4144284544865621
jerrys restaurant,0.4134117730069773
game seven grill,0.4118970501250181
uberrito,0.41123620925966164
mariscos el malecn de mazatlan,0.40853279791717334
tee pee mexican food,0.40660843860119955
la pasadita hot dogs,0.40573491894700475
barbs bakery,0.40513400650031606
sylvias la canasta,0.4038986431013566
gils taste of taos,0.3986786197260206
the peppersauce cafe,0.39563727413431815
pho thanh,0.39517700407780065
surf city tanning,0.3944805648183188
joes real bbq,0.3934959142689773
eat this,0.3918450920452667
guss new york pizza,0.39121586025277655
freshly,0.3908855594210785
24th street pizza gyros,0.3888923641877936
happy food,0.3870009197676798
la sonorense tortilla factory,0.3866978907319306
alfredos deli,0.3859226890855364
rott n grapes roro,0.3854355846419181
taqueria don beto,0.38442410534678934
shako mako grill,0.3844037950810578
nori sushi,0.38376331090485427
hungry street grille,0.38107487510458105
rev cafe,0.3801923472486466
arroy thai,0.37939288980346303
long wongs famous wings,0.37814080377901726
12th fairway bar grill,0.3760075461818799
bell italia pizzeria,0.37441940308158184
polish goodies,0.37385749120812395
el guero hot dogs,0.37253399316117597
nuevo burrito,0.371141004914133
yins chinese resturant,0.3708032372527321
wetzels pretzels,0.36920694123222353
provisions pizza,0.36736134307807133
fillmore coffee,0.36673515564709497
natalino italian restaurant,0.36568030603034973
dlite healthy on the go,0.36296124425209836
connollys sports grill,0.3607045001890281
taqueria el vaporcito,0.3606296740849352
los cerritos,0.35970635249056354
authentic ethio african,0.3566562566055473
thai rama,0.3557718792802189
armadillo grill,0.3508280793963994
slices,0.3507266632700621
fair trade cafe,0.3504903770580481
crave sandwich cafe catering,0.3494725768551039
blue pacific super buffet,0.34820314082658405
carniceria castillo,0.34590644849896846
pork on a fork catering,0.3457003039524906
mucho macho taco,0.3454426455401861
tropical fruit nice raspados,0.3449613044358033
jt gyros,0.3446987233635852
uptown plaza,0.34251561279634873
the halal guys,0.33657005939754603
kfc,0.3360852774770705
noodles a gogo,0.3350686549716533
marylns fish chips,0.3345672712804886
avanti,0.32936740491153266
nathans famous hotdogs,0.328922646423336
gyros on central,0.3248697173938395
the bagel man,0.3244713823425291
taco mich,0.3188594422907867
tammie coe to go,0.318799458615319
the dinner detective interactive murder mystery dinner show,0.3183586303928905
sin son nay,0.316472464459968
bobby q biltmore,0.31507217347881455
palette,0.3116337995444445
starbucks,0.30983074571741664
valle luna,0.3084082000097429
bonus round,0.30569665427467646
alhana,0.30473094718186156
the playa ii bar and grill,0.30428765683238246
ben brothers market,0.3010516593534838
paradise bakery,0.30072879651182177
alfonsos mexican food,0.30052059606882664
taste of honduras,0.2959159808000713
red rim bistro,0.29216428577641457
tacos culichi,0.29119644760178015
kabab king,0.28973594565355865
my pie pizza,0.2895196686420324
mid city kitchen,0.288248186474064
taste of thai,0.2873404503115589
oasis raspados,0.2863026975641355
mariscos el dorado sin,0.2861820417777059
the whining pigphoenix,0.28191119402001674
mariscos la phoenikera,0.2740023125174107
charleys grilled subs,0.2737496368760468
pats pizza plus,0.27254565835456324
pizza hut,0.2716007212006709
ahipoki phoenix,0.26335396015011076
rise craft coffee eatery,0.26313535004539845
tee pee tap room,0.2594819733867136
krispy kreme,0.2553755140131132
taste it tours phoenix and scottsdale food tours,0.2516959070927479
halohalo kitchen,0.250229219955327
cajeme birrieria y taqueria,0.24815019004918604
restaurant sinaloa,0.24723357063274448
edwards cuban bakery,0.24716420274347883
runyon appliance,0.246713915715082
mucha lucha taco shop,0.2457054813339345
el nuevo taquito,0.24139285125172338
rkidds pizza wings,0.24008999065133638
great dragon restaurant,0.24008016764611112
mariscos ensenada,0.23986762677445564
phillys sports grill,0.2388476870461672
fridays front row sports grill,0.23634538139111652
thai lahna restaurant,0.23504370084302423
reign of thai,0.22939130130153718
bobby q,0.2270951760675512
hob nobs,0.21896616500480032
lams seafood market,0.21883948089561647
island loco,0.21392687961065587
greekfest restaurant,0.2108407595676609
the breadfruit rum bar,0.2078233000375631
tacos la lomita,0.20761487837040402
tacos michoacan,0.20369621601727905
churchs fried chicken,0.20085130229416692
rehab burger therapy,0.19973119396661193
super oscars,0.1992827944248343
king pin grill pizza,0.19736871904618136
los armandos,0.19539037921413654
di vitos pizza,0.19531692466619122
pho hoang duc,0.19207284537839542
mission possible cafe,0.1920107503605619
mod,0.1883729643007867
buzznbeez food truck,0.18679473549400577
grabbagreen bell,0.18592674628740916
tokyo joes,0.18349980250396128
how bout dat 313 detroit coney island,0.18278908598043286
summers fruit barn,0.18090304079402816
trails end bar grill,0.17534964725093177
sr ozzys tacos y mariscos,0.17519297474985798
pizza people pub,0.17105266351439546
ono hawaiian bbq,0.1632406228033332
the panini people,0.16266354099338776
brennans pub grub,0.15896898774851137
sonora taco shop,0.15628933746926088
gorditas lily,0.1551982672056491
pizza on 40th,0.15468073008611577
haldi indian cuisine,0.1532884597271222
il primo pizza wings,0.15164809908927862
bitter creek cafe,0.1479157037101919
sushi bros,0.14342986235091343
xo confections,0.14316427356998077
el horseshoe restaurant,0.14166489090696743
berry beet juice bar,0.139016791070872
los armandos asadero y mariscos,0.1337449164768995
little jamaica,0.13155635023691792
kimmyz tatum point,0.13017024574749608
touch of thai,0.1292829993616661
farm craft,0.11934985167125059
luv me tender bbq,0.10663587684621081
blimpie,0.10562004913769726
oven vine,0.10055548403359704
diner 50,0.09998972044020471
oasis crossroads bar grill,0.09748700630118858
stanleys home made sausage company westside,0.09724589786397288
niros gyros,0.09637000891598603
fuddruckers,0.09376276479741952
taqueria la korita,0.09349620901645253
daddy os grill,0.08785917869185954
safeway food drug,0.08776815471221742
brooklyn mikes subs,0.08542021742950912
copper plate,0.08051077298661789
mariscos el tiburn,0.07723415924097593
kahu hawaiian bbq,0.07389957537178937
the pizza buffet,0.0721808091172198
tratto,0.0714530672320464
el caprichoso hot dogs estilo sonora,0.07027482533414367
the porch,0.06470175603201449
mandys fish chips,0.06076834002862408
queso good,0.05996931021299587
amelios pizza more,0.05964977667229502
yoshis,0.059085719413405347
hek yeah bbq,0.049846564880497865
daawat indian cuisine,0.04808250692771404
harumi sushi,0.04527628759273168
la cocina economica,0.04251832366277214
ezekiels,0.041044924354800755
ll hawaiian bbq,0.040023470636346085
cheese n stuff,0.03332372981372668
new china buffet,0.02916469065826855
true brew coffee,0.028155092125118353
kiss pollos estilo sinaloa,0.026825745888655814
blue fin,0.02550837317656367
rallys,0.02511732218695737
yoasis,0.023266402453468702
wongs chinese dining,0.017163195913872206
arrivederci,0.014204351386906618
arizona matsuri,0.012373225336349446
sprouts,0.010671406728615745
zeez grill,0.010237832429967904
edelweiss biergarten,0.009980194550243217
mikas greek,0.006439278821347413
pan y pasteleria san sebastian,0.004910092708221219
tatums restaurant,-0.0007905661598637294
pho av,-0.0026419620691053303
pizza patron,-0.005252933889817199
bri,-0.005610772887378199
antigua bakery,-0.006701980860801655
mariscos chihuahua,-0.018020994914142045
taqueria y birrieria jalisco,-0.021456292668608913
nocawich,-0.0220527450022769
pochos,-0.024317631298780548
el pollo loco,-0.0272490007955567
w xyz bar,-0.02732926722490909
saffron pig,-0.02732926722490909
perfetto day cafe,-0.02732926722490909
waffle taco,-0.02732926722490909
el fenix bakery,-0.02732926722490909
mendys place,-0.02732926722490909
cafe on the way,-0.02732926722490909
la chambre phx,-0.02732926722490909
triple dot food truck,-0.02732926722490909
blue devil hood cleaning,-0.02732926722490909
terrace cafe at hyatt regency phoenix,-0.02732926722490909
68 degrees sabor,-0.02732926722490909
jacksons food store,-0.02732926722490909
la reyna bakery,-0.02732926722490909
leafy sea dragon,-0.02732926722490909
first cup ethiopian cafe,-0.02732926722490909
babylon lounge cafe,-0.02732926722490909
miss lulus cafe,-0.02732926722490909
charlies grilled subs,-0.02732926722490909
city market deli,-0.02732926722490909
barbeques galore,-0.02732926722490909
marcelo delivers,-0.02732926722490909
